customer_id,customer_name,customer_age,email,phone,registration_date,country,sales,product_category,customer_satisfaction,is_premium
32,Customer 32,30.123019803384615,customer32@email.com,+1-555-0032,2020-02-01,Germany,-100.0,Electronics,4.0,False
33,Customer 33,28.853087251141552,customer33@email.com,+1-555-0033,2020-02-02,USA,-100.0,Sports,4.0,False
34,Customer 34,25.23472726102547,customer34@email.com,+1-555-0034,2020-02-03,USA,188.47611970094968,Clothing,1.0,False
35,Customer 35,42.39175307090595,customer35@email.com,+1-555-0035,2020-02-04,France,34.26691602711438,Clothing,4.0,True
36,Customer 36,48.5476675126507,customer36@email.com,+1-555-0036,2020-02-05,UK,139.85494833110965,Sports,5.0,True
37,Customer 37,,customer37@email.com,+1-555-0037,2020-02-06,Germany,165.0018530635358,Books,4.0,True
38,Customer 38,24.918122276449665,customer38@email.com,+1-555-0038,2020-02-07,USA,51.0422595101936,Home,5.0,False
39,Customer 39,25.106225411705125,customer39@email.com,+1-555-0039,2020-02-08,UK,337.8851658893711,Clothing,4.0,False
40,Customer 40,42.80711345389641,customer40@email.com,,2020-02-09,UK,215.40255748070095,Clothing,4.0,False
41,Customer 41,43.91905005444131,customer41@email.com,+1-555-0041,2020-02-10,UK,147.68139464026865,Home,1.0,False
42,Customer 42,41.51785121966234,customer42@email.com,+1-555-0042,2020-02-11,Germany,91.38068513371563,Books,4.0,False
43,Customer 43,27.01388351253567,customer43@email.com,+1-555-0043,2020-02-12,France,32.76856457306269,Electronics,4.0,False
44,Customer 44,37.785935876800636,customer44@email.com,+1-555-0044,2020-02-13,France,320.4080584417041,Sports,3.0,False
45,Customer 45,36.40022970968874,customer45@email.com,+1-555-0045,2020-02-14,Germany,114.50394930065431,Books,1.0,False
46,Customer 46,37.62426316074816,customer46@email.com,+1-555-0046,2020-02-15,UK,42.86593622594448,Home,4.0,False
47,Customer 47,45.45714533537828,customer47@email.com,+1-555-0047,2020-02-16,France,89.10731496622935,Clothing,4.0,False
48,Customer 48,37.683146585296186,customer48@email.com,+1-555-0048,2020-02-17,Canada,232.18136813911644,Books,4.0,True
49,Customer 49,43.146962756862735,customer49@email.com,+1-555-0049,2020-02-18,Canada,199.40654397538782,Home,3.0,False
50,Customer 50,35.810948833866696,customer50@email.com,+1-555-0050,2020-02-19,Germany,63.341945521116116,Sports,4.0,True
51,Customer 51,38.46943278427981,customer51@email.com,+1-555-0051,2020-02-20,Germany,359.8316257564891,Clothing,4.0,False
52,Customer 52,42.575458710062485,customer52@email.com,+1-555-0052,2020-02-21,France,42.25309968749064,Home,4.0,True
53,Customer 53,,customer53@email.com,+1-555-0053,2020-02-22,Canada,410.66910734886466,Sports,4.0,True
54,Customer 54,31.163945403712383,customer54@email.com,+1-555-0054,2020-02-23,Germany,193.16729590920266,Home,1.0,True
55,Customer 55,29.355528148486453,customer55@email.com,+1-555-0055,2020-02-24,Germany,121.86609305362587,Electronics,5.0,False
56,Customer 56,27.333465821079898,customer56@email.com,+1-555-0056,2020-02-25,UK,136.1622817579189,Electronics,2.0,False
57,Customer 57,31.698292985279796,customer57@email.com,+1-555-0057,2020-02-26,UK,177.02103423624226,Clothing,4.0,False
58,Customer 58,52.93929573481275,customer58@email.com,+1-555-0058,2020-02-27,Germany,245.23527421160873,Electronics,3.0,False
59,Customer 59,24.610026611681082,customer59@email.com,+1-555-0059,2020-02-28,USA,26.417009291760223,Home,4.0,False
60,Customer 60,46.61934025509777,customer60@email.com,+1-555-0060,2020-02-29,UK,86.52920076555219,Sports,3.0,False
61,Customer 61,14.805562740610341,customer61@email.com,+1-555-0061,2020-03-01,Germany,172.7497534264327,Books,5.0,True
62,Customer 62,30.9813796401707,customer62@email.com,+1-555-0062,2020-03-02,France,369.14444901963674,Books,4.0,False
63,Customer 63,36.95303678126007,customer63@email.com,,2020-03-03,Canada,359.69415673471923,Home,4.0,False
64,Customer 64,42.03466797631134,customer64@email.com,+1-555-0064,2020-03-04,UK,467.85293274439334,Books,3.0,False
65,Customer 65,43.53471895751426,customer65@email.com,+1-555-0065,2020-03-05,Canada,348.1328735671806,Books,1.0,False
66,Customer 66,44.520166822399105,customer66@email.com,+1-555-0066,2020-03-06,Germany,80.77573407641034,Books,4.0,False
67,Customer 67,30.815299133018748,customer67@email.com,+1-555-0067,2020-03-07,Canada,164.4767467445751,Clothing,4.0,True
68,Customer 68,29.451778488025194,customer68@email.com,+1-555-0068,2020-03-08,USA,349.54221769901477,Electronics,4.0,False
69,Customer 69,45.29571057508585,customer69@email.com,,2020-03-09,Canada,326.64634923311417,Books,5.0,False
70,Customer 70,32.70434810142062,customer70@email.com,+1-555-0070,2020-03-10,Canada,141.71849866768588,Sports,4.0,False
71,Customer 71,19.69176411994494,customer71@email.com,+1-555-0071,2020-03-11,Germany,240.41044526064545,Electronics,5.0,False
72,Customer 72,21.400553431958233,customer72@email.com,+1-555-0072,2020-03-12,France,113.968681679609,Clothing,3.0,True
73,Customer 73,23.966572567980663,customer73@email.com,+1-555-0073,2020-03-13,France,38.71890078766367,Clothing,5.0,True
74,Customer 74,40.96592892864517,customer74@email.com,+1-555-0074,2020-03-14,Germany,151.75055452774896,Sports,4.0,True
75,Customer 75,36.70910883284678,customer75@email.com,+1-555-0075,2020-03-15,UK,144.64994676669767,Books,4.0,True
76,Customer 76,43.28582424881322,customer76@email.com,+1-555-0076,2020-03-16,Canada,109.44641149063077,Books,5.0,True
77,Customer 77,29.872968243961587,customer77@email.com,+1-555-0077,2020-03-17,USA,245.93197053723688,Home,4.0,False
78,Customer 78,,customer78@email.com,+1-555-0078,2020-03-18,France,137.9672051109079,Clothing,5.0,False
79,Customer 79,42.50708472760804,customer79@email.com,+1-555-0079,2020-03-19,France,9558.378741440749,Home,4.0,False
80,Customer 80,31.287841523357137,customer80@email.com,+1-555-0080,2020-03-20,France,283.78212917924856,Electronics,2.0,False
81,Customer 81,40.481302850688934,customer81@email.com,+1-555-0081,2020-03-21,UK,703.7547879972927,Electronics,4.0,True
82,Customer 82,27.056888707200187,customer82@email.com,+1-555-0082,2020-03-22,UK,153.76126038871024,Sports,4.0,False
83,Customer 83,30.643353841219138,customer83@email.com,+1-555-0083,2020-03-23,France,372.6395200097815,Home,5.0,True
84,Customer 84,30.419145272020053,customer84@email.com,+1-555-0084,2020-03-24,Canada,197.28501476127312,Electronics,5.0,False
85,Customer 85,20.649924252931523,customer85@email.com,+1-555-0085,2020-03-25,Germany,205.78128955691466,Books,2.0,True
86,Customer 86,40.84366976942698,customer86@email.com,+1-555-0086,2020-03-26,Canada,155.39934568279102,Electronics,2.0,False
87,Customer 87,29.367171917567312,customer87@email.com,+1-555-0087,2020-03-27,Canada,184.72671876106915,Home,2.0,False
88,Customer 88,35.14992942473225,customer88@email.com,+1-555-0088,2020-03-28,Germany,138.9971892123312,Home,4.0,False
89,Customer 89,40.768959906870904,customer89@email.com,+1-555-0089,2020-03-29,France,329.63005834097225,Clothing,2.0,False
90,Customer 90,40.35837411235933,customer90@email.com,+1-555-0090,2020-03-30,UK,89.41058663014209,Clothing,4.0,False
91,Customer 91,42.984621307673436,customer91@email.com,+1-555-0091,2020-03-31,France,38.30260796316084,Clothing,4.0,True
92,Customer 92,33.81817418588692,customer92@email.com,+1-555-0092,2020-04-01,UK,106.43061438649522,Clothing,5.0,False
93,Customer 93,29.920420255470155,customer93@email.com,+1-555-0093,2020-04-02,Canada,96.98897735767727,Clothing,3.0,False
94,Customer 94,34.04338146912321,customer94@email.com,+1-555-0094,2020-04-03,France,106.38228939330396,Clothing,4.0,False
95,Customer 95,14.751986792503644,customer95@email.com,+1-555-0095,2020-04-04,France,149.07089880775655,Books,,False
96,Customer 96,17.634650330922952,customer96@email.com,+1-555-0096,2020-04-05,France,106.7180778228138,Sports,5.0,False
97,Customer 97,19.12760465174717,customer97@email.com,+1-555-0097,2020-04-06,UK,147.41666602896305,Home,3.0,False
98,Customer 98,23.03303806878222,customer98@email.com,+1-555-0098,2020-04-07,France,106.99970154358954,Clothing,2.0,False
99,Customer 99,,customer99@email.com,+1-555-0099,2020-04-08,France,225.4319728367032,Sports,3.0,True
100,Customer 100,24.13425133567927,customer100@email.com,+1-555-0100,2020-04-09,France,699.5993586671048,Clothing,5.0,True
101,Customer 101,30.462049351527323,customer101@email.com,+1-555-0101,2020-04-10,USA,194.3620373600935,Sports,2.0,True
102,Customer 102,50.590739573432785,customer102@email.com,+1-555-0102,2020-04-11,Germany,110.73905888025347,Clothing,4.0,False
103,Customer 103,30.72483234726289,customer103@email.com,+1-555-0103,2020-04-12,France,10.634035418892726,Books,4.0,True
104,Customer 104,43.850186821605035,customer104@email.com,+1-555-0104,2020-04-13,Germany,552.8009545960664,Clothing,5.0,True
105,Customer 105,23.796587839881475,customer105@email.com,+1-555-0105,2020-04-14,UK,202.50803250238758,Home,3.0,True
106,Customer 106,32.53474930558844,customer106@email.com,+1-555-0106,2020-04-15,Germany,146.3837421409311,Clothing,2.0,False
107,Customer 107,23.599735341073025,customer107@email.com,+1-555-0107,2020-04-16,USA,11.690364633182842,Sports,4.0,True
108,Customer 108,30.93160308919325,customer108@email.com,+1-555-0108,2020-04-17,Canada,152.47943272992254,Electronics,3.0,True
109,Customer 109,45.08369764948875,customer109@email.com,+1-555-0109,2020-04-18,Germany,183.55027667379053,Books,4.0,False
110,Customer 110,14.272154921691815,customer110@email.com,+1-555-0110,2020-04-19,Canada,107.33163631762179,Electronics,4.0,True
111,Customer 111,40.21308372255029,customer111@email.com,+1-555-0111,2020-04-20,Germany,46.713309106378304,Sports,4.0,False
112,Customer 112,,customer112@email.com,+1-555-0112,2020-04-21,UK,43.5104829519895,Books,2.0,False
113,Customer 113,27.870200531638467,customer113@email.com,+1-555-0113,2020-04-22,Germany,558.5745607654874,Home,4.0,False
114,Customer 114,17.647305747338546,customer114@email.com,+1-555-0114,2020-04-23,Germany,179.58750678951202,Sports,3.0,False
115,Customer 115,35.865554092566434,customer115@email.com,+1-555-0115,2020-04-24,Germany,107.25019196344302,Books,4.0,False
116,Customer 116,28.646087491234372,customer116@email.com,+1-555-0116,2020-04-25,UK,171.55797980018048,Electronics,2.0,True
117,Customer 117,37.79211453625645,customer117@email.com,+1-555-0117,2020-04-26,UK,162.71781025626564,Clothing,5.0,True
118,Customer 118,,customer118@email.com,+1-555-0118,2020-04-27,UK,41.21631956259191,Clothing,4.0,True
119,Customer 119,54.22134669585098,customer119@email.com,+1-555-0119,2020-04-28,Canada,314.8237225551655,Sports,3.0,True
120,Customer 120,32.12773247032371,customer120@email.com,+1-555-0120,2020-04-29,Canada,143.37332524121447,Sports,1.0,False
121,Customer 121,22.71803008853762,customer121@email.com,+1-555-0121,2020-04-30,UK,181.4592034015844,Books,3.0,True
122,Customer 122,37.151307619475794,customer122@email.com,+1-555-0122,2020-05-01,Canada,439.40502305834525,Sports,3.0,True
123,Customer 123,37.63996020766118,customer123@email.com,+1-555-0123,2020-05-02,UK,48.198359674217855,Clothing,,False
124,Customer 124,51.31025090288524,customer124@email.com,+1-555-0124,2020-05-03,UK,85.32877366176756,Home,5.0,False
125,Customer 125,45.021334950974946,customer125@email.com,,2020-05-04,Germany,210.55193834099774,Clothing,4.0,True
126,Customer 126,39.282452709794114,customer126@email.com,+1-555-0126,2020-05-05,France,310.5489077596188,Clothing,3.0,True
127,Customer 127,52.55963469463474,customer127@email.com,+1-555-0127,2020-05-06,UK,98.85058383662737,Clothing,4.0,True
128,Customer 128,20.73484334812579,customer128@email.com,+1-555-0128,2020-05-07,France,103.78873112353936,Books,3.0,True
129,Customer 129,27.32298160700303,customer129@email.com,+1-555-0129,2020-05-08,Canada,261.7366617390512,Clothing,5.0,False
130,Customer 130,23.8810887031337,customer130@email.com,+1-555-0130,2020-05-09,USA,664.2784005115847,Clothing,1.0,False
131,Customer 131,30.322282362130785,customer131@email.com,+1-555-0131,2020-05-10,UK,175.92403383589627,Clothing,4.0,False
132,Customer 132,18.479766229324294,customer132@email.com,+1-555-0132,2020-05-11,USA,85.08493883306886,Electronics,5.0,False
133,Customer 133,42.62181136177285,customer133@email.com,+1-555-0133,2020-05-12,USA,64.05166873931802,Sports,2.0,False
134,Customer 134,32.33332763481472,customer134@email.com,+1-555-0134,2020-05-13,UK,148.7249489532909,Clothing,3.0,False
135,Customer 135,17.350324465968107,customer135@email.com,+1-555-0135,2020-05-14,Canada,300.73739413482923,Electronics,4.0,True
136,Customer 136,22.813051025509502,customer136@email.com,+1-555-0136,2020-05-15,Germany,856.1285170883389,Books,5.0,True
137,Customer 137,38.76216616940234,customer137@email.com,+1-555-0137,2020-05-16,USA,129.655688290888,Sports,4.0,False
138,Customer 138,45.057518814732575,customer138@email.com,+1-555-0138,2020-05-17,France,176.13806054059256,Clothing,4.0,False
139,Customer 139,58.96077070030144,customer139@email.com,+1-555-0139,2020-05-18,UK,498.1939905004419,Sports,5.0,True
140,Customer 140,69.96634959208795,customer140@email.com,+1-555-0140,2020-05-19,USA,208.01207041536176,Home,5.0,True
141,Customer 141,39.972913199311954,customer141@email.com,+1-555-0141,2020-05-20,Germany,195.36981733192636,Home,4.0,False
142,Customer 142,23.125542559617628,customer142@email.com,+1-555-0142,2020-05-21,Germany,435.710296426778,Clothing,4.0,True
143,Customer 143,9.41544463122429,customer143@email.com,+1-555-0143,2020-05-22,Germany,179.29390785340408,Electronics,4.0,False
144,Customer 144,38.21253754812603,customer144@email.com,+1-555-0144,2020-05-23,USA,69.21661129446233,Clothing,3.0,False
145,Customer 145,25.24470685627609,customer145@email.com,+1-555-0145,2020-05-24,USA,377.40432007180175,Sports,5.0,False
146,Customer 146,30.015712877843775,customer146@email.com,+1-555-0146,2020-05-25,UK,-100.0,Home,1.0,True
147,Customer 147,27.654838411282302,customer147@email.com,+1-555-0147,2020-05-26,Canada,335.1493153334235,Home,3.0,True
148,Customer 148,33.310509363003376,customer148@email.com,+1-555-0148,2020-05-27,France,165.6482794152019,Sports,5.0,False
149,Customer 149,47.79176276945172,customer149@email.com,+1-555-0149,2020-05-28,UK,130.77538348610094,Clothing,3.0,False
150,Customer 150,36.88458280934414,customer150@email.com,+1-555-0150,2020-05-29,USA,128.05607760492904,Clothing,2.0,True
151,Customer 151,33.09638195553574,customer151@email.com,+1-555-0151,2020-05-30,France,148.27213538065985,Sports,3.0,True
152,Customer 152,22.57215496609026,customer152@email.com,+1-555-0152,2020-05-31,USA,115.76660007653987,Books,4.0,False
153,Customer 153,14.903804663547717,customer153@email.com,+1-555-0153,2020-06-01,USA,230.56134167408962,Clothing,5.0,False
154,Customer 154,29.164305091120028,customer154@email.com,,2020-06-02,Canada,119.17774055084784,Clothing,2.0,False
155,Customer 155,34.35460939018015,customer155@email.com,+1-555-0155,2020-06-03,Canada,166.59398170944957,Sports,1.0,False
156,Customer 156,56.2151589629586,customer156@email.com,+1-555-0156,2020-06-04,Germany,19.651210389909064,Electronics,4.0,False
157,Customer 157,36.56329425767463,customer157@email.com,+1-555-0157,2020-06-05,France,165.7495719070943,Electronics,5.0,False
158,Customer 158,46.792874132276694,customer158@email.com,+1-555-0158,2020-06-06,France,113.84189559591596,Home,3.0,True
159,Customer 159,29.008452817530177,customer159@email.com,+1-555-0159,2020-06-07,UK,318.3909638879283,Electronics,,False
160,Customer 160,20.780674802995705,customer160@email.com,+1-555-0160,2020-06-08,France,135.21066672089378,Electronics,5.0,False
161,Customer 161,23.418598853211538,customer161@email.com,+1-555-0161,2020-06-09,Germany,287.0046220452008,Sports,3.0,True
162,Customer 162,26.29728722557096,customer162@email.com,+1-555-0162,2020-06-10,USA,264.49556121905147,Books,5.0,False
163,Customer 163,60.541636789221975,customer163@email.com,+1-555-0163,2020-06-11,France,269.66403981082084,Home,4.0,False
164,Customer 164,25.143359849307366,customer164@email.com,+1-555-0164,2020-06-12,USA,139.10757862729332,Books,4.0,True
165,Customer 165,45.06187044483614,customer165@email.com,+1-555-0165,2020-06-13,Canada,174.1886817415876,Electronics,4.0,False
166,Customer 166,24.164873862955684,customer166@email.com,+1-555-0166,2020-06-14,Germany,226.12810106975405,Electronics,5.0,False
167,Customer 167,46.17887615449093,customer167@email.com,+1-555-0167,2020-06-15,UK,178.2824960439708,Home,,False
168,Customer 168,39.61941159327036,customer168@email.com,+1-555-0168,2020-06-16,UK,135.449162293818,Electronics,5.0,False
169,Customer 169,33.12034522810291,customer169@email.com,+1-555-0169,2020-06-17,Canada,75.33311255283456,Books,5.0,False
170,Customer 170,34.51084968637479,customer170@email.com,+1-555-0170,2020-06-18,France,168.08891688504522,Clothing,4.0,False
171,Customer 171,27.142547654847313,customer171@email.com,+1-555-0171,2020-06-19,UK,38.46248960337974,Clothing,5.0,False
172,Customer 172,40.352866417784966,customer172@email.com,+1-555-0172,2020-06-20,Germany,17.733766841831628,Sports,5.0,False
173,Customer 173,29.54019823591064,customer173@email.com,+1-555-0173,2020-06-21,Canada,59.968634503990984,Home,3.0,False
174,Customer 174,20.292730834793023,customer174@email.com,+1-555-0174,2020-06-22,USA,267.4608957321502,Home,1.0,False
175,Customer 175,19.664749108164568,customer175@email.com,+1-555-0175,2020-06-23,Germany,198.34358578716714,Clothing,4.0,False
176,Customer 176,37.07105501266543,customer176@email.com,+1-555-0176,2020-06-24,France,269.3652198030771,Clothing,5.0,False
177,Customer 177,53.94909507692522,customer177@email.com,+1-555-0177,2020-06-25,Canada,92.34708772586191,Home,3.0,True
178,Customer 178,36.91989936288126,customer178@email.com,+1-555-0178,2020-06-26,USA,340.9887711429955,Electronics,4.0,False
179,Customer 179,33.57634008668141,customer179@email.com,+1-555-0179,2020-06-27,USA,43.54867884047315,Clothing,,False
180,Customer 180,38.429913675230516,customer180@email.com,+1-555-0180,2020-06-28,Canada,62.19626972873786,Home,4.0,False
181,Customer 181,50.6720209004819,customer181@email.com,+1-555-0181,2020-06-29,Canada,336.9178643403939,Home,4.0,False
182,Customer 182,37.63259001636628,customer182@email.com,+1-555-0182,2020-06-30,Canada,187.80056342045359,Electronics,2.0,False
183,Customer 183,30.068873229995155,customer183@email.com,+1-555-0183,2020-07-01,UK,270.506428975125,Home,5.0,True
184,Customer 184,48.275464520718664,customer184@email.com,+1-555-0184,2020-07-02,Canada,9558.378741440749,Books,3.0,True
185,Customer 185,40.14507726153936,customer185@email.com,+1-555-0185,2020-07-03,UK,104.1499278800198,Clothing,5.0,False
186,Customer 186,,customer186@email.com,+1-555-0186,2020-07-04,Germany,55.1371284650992,Home,3.0,False
187,Customer 187,,customer187@email.com,+1-555-0187,2020-07-05,Germany,24.520499101319977,Sports,5.0,False
188,Customer 188,20.306371619353996,customer188@email.com,+1-555-0188,2020-07-06,Germany,526.2500313951087,Books,4.0,False
189,Customer 189,18.58208960905202,customer189@email.com,+1-555-0189,2020-07-07,USA,32.54336306148746,Clothing,2.0,False
190,Customer 190,54.81113518677499,customer190@email.com,+1-555-0190,2020-07-08,France,425.9237178554497,Clothing,2.0,False
191,Customer 191,55.683988649399566,customer191@email.com,+1-555-0191,2020-07-09,USA,180.10952161700703,Books,2.0,False
192,Customer 192,32.84576944060879,customer192@email.com,+1-555-0192,2020-07-10,France,203.5282089379664,Electronics,4.0,False
193,Customer 193,30.401752146368146,customer193@email.com,+1-555-0193,2020-07-11,USA,193.79073359321174,Books,5.0,False
194,Customer 194,52.537331506906426,customer194@email.com,+1-555-0194,2020-07-12,Canada,247.03148656708981,Electronics,4.0,False
195,Customer 195,21.715451815478144,customer195@email.com,+1-555-0195,2020-07-13,USA,84.62612143889153,Electronics,4.0,False
196,Customer 196,24.263275772530083,customer196@email.com,+1-555-0196,2020-07-14,USA,14.520869554304142,Books,4.0,True
197,Customer 197,42.71992153626853,customer197@email.com,+1-555-0197,2020-07-15,Germany,102.29388294906347,Home,4.0,True
198,Customer 198,30.264738525684926,customer198@email.com,+1-555-0198,2020-07-16,Germany,232.25872604191818,Sports,4.0,True
199,Customer 199,34.938537599359144,customer199@email.com,+1-555-0199,2020-07-17,USA,62.792025405632636,Electronics,4.0,False
200,Customer 200,33.03868521770585,customer200@email.com,+1-555-0200,2020-07-18,France,346.75530249625155,Clothing,4.0,False
201,Customer 201,39.0508945855872,customer201@email.com,+1-555-0201,2020-07-19,UK,150.43762681716274,Books,5.0,False
202,Customer 202,51.8897823357646,customer202@email.com,+1-555-0202,2020-07-20,UK,57.22887555116449,Books,4.0,False
203,Customer 203,36.08701888282095,customer203@email.com,+1-555-0203,2020-07-21,UK,186.41853318308551,Sports,1.0,True
204,Customer 204,42.727265519322295,customer204@email.com,+1-555-0204,2020-07-22,Canada,229.4417875544665,Home,2.0,False
205,Customer 205,10.39793478762773,customer205@email.com,+1-555-0205,2020-07-23,USA,241.5283002854416,Books,4.0,False
206,Customer 206,34.415379176838584,customer206@email.com,+1-555-0206,2020-07-24,Canada,337.17576278024484,Electronics,3.0,True
207,Customer 207,24.881236756485546,customer207@email.com,+1-555-0207,2020-07-25,UK,39.99727853498129,Electronics,5.0,True
208,Customer 208,20.374243274916463,customer208@email.com,+1-555-0208,2020-07-26,USA,337.49753957848316,Electronics,4.0,True
209,Customer 209,24.46217159685499,customer209@email.com,+1-555-0209,2020-07-27,UK,359.03457026675534,Home,4.0,False
210,Customer 210,30.990518711590255,customer210@email.com,+1-555-0210,2020-07-28,Germany,55.25887970197743,Clothing,5.0,True
211,Customer 211,45.990830508272154,customer211@email.com,+1-555-0211,2020-07-29,Germany,66.81539278792403,Clothing,3.0,False
212,Customer 212,19.08328738712523,customer212@email.com,+1-555-0212,2020-07-30,UK,280.2315874416127,Home,5.0,False
213,Customer 213,35.36757791113301,customer213@email.com,+1-555-0213,2020-07-31,UK,119.80410226212173,Sports,1.0,False
214,Customer 214,29.18996679999706,customer214@email.com,+1-555-0214,2020-08-01,Germany,395.6393469222705,Books,4.0,False
215,Customer 215,31.06792286765647,customer215@email.com,+1-555-0215,2020-08-02,Germany,471.4011321558093,Sports,5.0,True
216,Customer 216,,customer216@email.com,+1-555-0216,2020-08-03,France,57.16417414973334,Home,5.0,False
217,Customer 217,41.45738524404711,customer217@email.com,+1-555-0217,2020-08-04,France,83.12007836633762,Home,5.0,False
218,Customer 218,51.04877728931292,customer218@email.com,+1-555-0218,2020-08-05,France,179.21094567339577,Sports,4.0,False
219,Customer 219,33.145931849001194,customer219@email.com,+1-555-0219,2020-08-06,France,13.91195173197052,Electronics,5.0,True
220,Customer 220,26.648688659951564,customer220@email.com,+1-555-0220,2020-08-07,Canada,25.45088710916209,Home,4.0,False
221,Customer 221,32.313694197434,customer221@email.com,+1-555-0221,2020-08-08,UK,74.6954091907979,Sports,4.0,False
222,Customer 222,37.909961495254656,customer222@email.com,+1-555-0222,2020-08-09,UK,581.4358547177658,Sports,2.0,True
223,Customer 223,37.118880301444534,customer223@email.com,+1-555-0223,2020-08-10,UK,200.39320746685178,Books,3.0,True
224,Customer 224,21.9873431331996,customer224@email.com,+1-555-0224,2020-08-11,Germany,95.69361740280551,Home,4.0,True
225,Customer 225,36.08587737953449,customer225@email.com,+1-555-0225,2020-08-12,Germany,66.30399404083795,Sports,2.0,False
226,Customer 226,37.73873996166686,customer226@email.com,+1-555-0226,2020-08-13,France,54.62426023020134,Sports,4.0,False
227,Customer 227,65.20968845040704,customer227@email.com,+1-555-0227,2020-08-14,USA,101.8788192786608,Sports,5.0,False
228,Customer 228,57.52213533538004,customer228@email.com,+1-555-0228,2020-08-15,Canada,96.90021727799683,Sports,5.0,False
229,Customer 229,24.761079793294158,customer229@email.com,+1-555-0229,2020-08-16,UK,138.00321193260314,Clothing,2.0,False
230,Customer 230,31.55139966140989,customer230@email.com,+1-555-0230,2020-08-17,France,237.46336785395968,Home,5.0,False
231,Customer 231,17.438695977955962,customer231@email.com,+1-555-0231,2020-08-18,UK,155.48640697172544,Books,2.0,True
232,Customer 232,27.911515832438162,customer232@email.com,+1-555-0232,2020-08-19,USA,292.09938250252725,Sports,4.0,True
